,Style,Link,Brand,Dress name,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
3616,Unknown,https://www.zalando.co.uk/adrianna-papell-floral-gown-occasion-wear-ice-blue-multi-ad421c0ey-k11.html,Adrianna Papell,"FLORAL GOWN ",254.99,5,white multi-coloured,Unknown,"90% polyester, 5% metal, 5% elastane",100% polyester,Dry clean only,Unknown,Unknown,Zip,Unknown,Strapless,Floral,Slip,Maxi/long,Strapless,Strapless,"58.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3617,Unknown,https://www.zalando.co.uk/pieces-tall-pchoplina-dress-day-dress-blacksmall-flower-pip21c04q-q11.html,Pieces,"PCHOPLINA DRESS ",34.99,1,navy,Unknown,100% cotton,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Unknown,Button,Button down dresses,Unknown,Floral,Belt included,Knee length,"26.0 "" (Size S)",Long,"37.5 "" (Size S)",Loose Fit,Loose fit,Unknown,"15.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3618,Unknown,https://www.zalando.co.uk/stylein-indo-cocktail-dress-party-dress-nougat-s9621c00o-b11.html,Stylein,"INDO ",284.99,5,sand,Unknown,100% polyester,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Maxi/long,"23.5 "" (Size S)",Long,"49.5 "" (Size S)",Loose Fit,Loose fit,Unknown,"19.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3619,Unknown,https://www.zalando.co.uk/love2wait-dress-nursing-ruffles-day-dress-hot-sauce-lw229f035-g11.html,LOVE2WAIT,"DRESS NURSING RUFFLES ",54.99,2,orange,Sweat,100% cotton,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Low round neckline,Plain,"Zip fastening, belt included, elasticated waist, nursing-friendly",Knee length,Sleeveless,Sleeveless,"38.5 "" (Size S)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3620,Unknown,https://www.zalando.co.uk/never-fully-dressed-curved-wave-sierra-dress-day-dress-multi-nen21c048-t11.html,Never Fully Dressed,"CURVED WAVE SIERRA DRESS ",119.99,3,bright multi-coloured,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Unknown,Round neckline,Prints in general,Bust darts,Calf length,"27.5 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3621,Unknown,https://www.zalando.co.uk/2nd-day-clotilde-structural-opacity-cocktail-dress-party-dress-jet-black-s3821c06b-q11.html,2nd Day,"CLOTILDE STRUCTURAL OPACITY ",199.99,4,black,Unknown,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Wrap dresses,Low v-neck,Plain,Slip,Knee length,Elbow length,Elbow length,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3622,Unknown,https://www.zalando.co.uk/michael-michael-kors-diamond-dress-day-dress-moss-mk121c0k4-m11.html,MICHAEL Michael Kors,"DIAMOND DRESS ",194.99,4,black/green,Unknown,100% viscose,Unknown,Dry clean only,Unknown,Unknown,Hook fasteningÂ ,Wrap dresses,Low v-neck,Prints in general,Elasticated waist,Short,"21.5 "" (Size S)",Long,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3623,alternative,https://www.zalando.co.uk/molly-bracken-ladies-dress-day-dress-beige-m6121c0tq-b11.html,Molly Bracken,"LADIES DRESS ",59.99,2,sand,Unknown,"60% viscose, 40% polyester",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Spaghetti straps,Plain,Bow,Calf length,Spaghetti straps,Spaghetti straps,"47.5 "" (Size S)",Loose Fit,Loose fit,Unknown,Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3624,trendy,https://www.zalando.co.uk/philosophy-di-lorenzo-serafini-day-dress-white-phh21c00j-a11.html,Philosophy di Lorenzo Serafini,Day dress,455.0,5,white,Unknown,"65% polyester, 35% cotton",100% cotton,"Hand wash only, Dry cleanable",Unknown,Unknown,Zip,Unknown,Round neckline,Plain,"Embroidery, slip",Short,"21.5 "" (Size 10)",Long,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 8""  tall and is wearing size 10","12.5 "" (Size 10)",Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3625,girly,https://www.zalando.co.uk/only-onlalice-dress-day-dress-desert-sand-on321c2ov-j11.html,",Only","ONLALICE DRESS ",30.99,1,orange,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Do not iron, Machine wash on gentle cycle",Unknown,Unknown,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip, border",Short,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3626,alternative,https://www.zalando.co.uk/emily-van-den-bergh-day-dress-blue-ev821c02u-k11.html,Emily van den Bergh,"DRESS ",94.99,3,bright multi-coloured,Unknown,100% cotton,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low v-neck,Paisley,Bust darts,Knee length,Short,Short,"38.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3627,Unknown,https://www.zalando.co.uk/needle-and-thread-emilana-gown-occasion-wear-graphite-nt521c0ej-q11.html,Needle & Thread,"EMILANA GOWN ",449.99,5,black,Tulle,100% polyester,100% polyester,Dry clean only,Standing collar,Unknown,Zip,Unknown,Unknown,Plain,"Slip, embroidery",Maxi/long,"25.5 "" (Size 8)",Long,"61.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3628,Unknown,https://www.zalando.co.uk/marc-cain-day-dress-osetra-m4r21c07m-c11.html,Marc Cain,Day dress,314.99,5,black,Knit,100% wool,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Round neckline,Unknown,Unknown,Knee length,"23.5 "" (Size 10)",Long,"37.5 "" (Size 10)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3629,trendy,https://www.zalando.co.uk/alice-olivia-jeannette-day-dress-santa-monica-off-white-a2n21c00x-a11.html,Alice + Olivia,"JEANNETTE ",610.0,5,bright multi-coloured,Unknown,"70% cotton, 30% silk","94% polyester, 6% elastane",Dry clean only,Unknown,Unknown,Zip,Unknown,Square neckline,Floral,"Button row, slip",Calf length,Short,Short,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3630,girly,https://www.zalando.co.uk/chiara-ferragni-dress-day-dress-sachet-pink-chv21c007-j11.html,CHIARA FERRAGNI,"DRESS ",320.0,5,pink,Jersey,"95% viscose, 5% elastane",Unknown,Hand wash only,Unknown,Unknown,Unknown,Bodycon dresses,Spaghetti straps,Floral,"Adjustable straps, bow",Extra short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 10)",Bodycon,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3631,Unknown,https://www.zalando.co.uk/wal-g-seth-frill-midi-dress-cocktail-dress-party-dress-black-wg021c0qm-q11.html,WAL G.,"SETH FRILL MIDI DRESS ",35.99,1,black,Jersey,"95% polyester, 5% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Zip,Bodycon dresses,Low v-neck,Plain,"Padded bust, wired bustier",Knee length,Sleeveless,Sleeveless,"42.0 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3632,trendy,https://www.zalando.co.uk/bcbgmaxazria-long-evening-cocktail-dress-party-dress-black-mx121c07r-q11.html,BCBGMAXAZRIA,"LONG EVENING ",209.99,5,black,Jersey,"95% polyester, 5% elastane","88% polyester, 12% elastane",Dry clean only,Unknown,Asymmetrical,Button,Bodycon dresses,Round neckline,Plain,Unknown,Maxi/long,"Sleeveless, long",Sleeveless,Unknown,Bodycon,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3633,Unknown,https://www.zalando.co.uk/only-carmakoma-carsiv-blockig-dress-day-dress-black-ona21c0fv-q11.html,",Only","CARSIV BLOCKIG DRESS ",29.74,1,black/brown,Jersey,"60% polyester, 40% cotton",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Unknown,Round neckline,Unknown,Unknown,Short,"21.5 "" (Size S-14/16)",Long,"34.5 "" (Size S-14/16)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S-14/16",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3634,Unknown,https://www.zalando.co.uk/massimo-dutti-day-dress-red-m3i21c0gm-g11.html,Massimo Dutti,Day dress,79.95,2,red,Unknown,100% cotton,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Maxi/long,Sleeveless,Sleeveless,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3635,Unknown,https://www.zalando.co.uk/bzr-satina-matikka-dress-cocktail-dress-party-dress-surf-the-web-bz121c00v-k11.html,BZR,"SATINA MATIKKA DRESS ",89.99,3,electric blue,Unknown,"96% polyester, 4% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Button,Unknown,Round neckline,Unknown,Shoulder pads,Calf length,Long,Long,"50.0 "" (Size 8)",Loose Fit,Loose fit,Unknown,"16.0 "" (Size 8)",No,No,No,yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3636,casual chic,https://www.zalando.co.uk/vila-petite-vimicada-v-neck-dress-day-dress-navy-blazer-vip21c03q-k11.html,Vila,"VIMICADA V NECK DRESS  ",34.99,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Accentuating the waist,Low v-neck,Plain,"Belt included, slip",Short,Short,Short,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3637,Unknown,https://www.zalando.co.uk/anna-field-petite-day-dress-multi-coloured-ani21c03n-t11.html,Anna Field,Day dress,32.99,1,black multi-coloured,Tulle,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Bodycon dresses,Low round neckline,Floral,Slip,Calf length,"19.0 "" (Size S)",Elbow length,"42.0 "" (Size S)",Bodycon,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3638,Unknown,https://www.zalando.co.uk/mango-day-dress-purple-m9121c5jt-i11.html,Mango,Day dress,49.99,2,black multi-coloured,Unknown,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Unknown,V-neck,Prints in general,Unknown,Maxi/long,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3639,Unknown,https://www.zalando.co.uk/summery-copenhagen-kenya-dress-day-dress-shell-pink-cec21c03v-h11.html,SUMMERY Copenhagen,"KENYA DRESS ",194.99,4,bright multi-coloured,Unknown,100% cotton,Unknown,Unknown,Unknown,Unknown,Button,Unknown,V-neck,Prints in general,Unknown,Short,"19.5 "" (Size S)",Long,"33.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3640,Unknown,https://www.zalando.co.uk/kaffe-katilana-india-dress-shift-dress-midnightsand-ka321c0sh-k11.html,Kaffe,"KATILANA INDIA DRESS ",79.99,2,navy,Jersey,"80% polyester, 17% viscose, 3% elastane",100% polyester,Unknown,Unknown,Unknown,Zip,Unknown,Round neckline,Floral,Slip,Knee length,Extra short,Short,"36.5 "" (Size M)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size M",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3641,Unknown,https://www.zalando.co.uk/free-people-wildflower-patchwork-mini-day-dress-indigo-combo-fp021c0bk-k11.html,Free People,"WILDFLOWER PATCHWORK MINI ",139.99,4,multi-coloured,Unknown,100% cotton,100% modal,Machine wash at 30Â°C,Unknown,Unknown,Unknown,Unknown,Low v-neck,Floral,Slip,Extra short,Short,Short,"33.0 "" (Size 8/10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8/10",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3642,Unknown,https://www.zalando.co.uk/versace-jeans-couture-cady-day-dress-poppy-rosso-vei21c04e-g11.html,Versace Jeans Couture,"CADY ",259.99,5,red,Unknown,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Unknown,Round neckline,Plain,Bust darts,Extra short,Elbow length,Elbow length,"31.0 "" (Size 10)",Slim Fit,Slim fit,Unknown,"14.5 "" (Size 10)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3643,Unknown,https://www.zalando.co.uk/esprit-collection-day-dress-grey-blue-es421c1ma-k11.html,Esprit,Day dress,75.0,2,blue,Unknown,"88% polyamide, 12% elastane",Unknown,"Do not bleach, do not tumble dry",Unknown,Unknown,Unknown,Unknown,V-neck,Plain,Unknown,Knee length,3/4 length,Elbow length,Unknown,Slim Fit,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3644,Unknown,Unknown,Ted Baker,"NIKKITA CONTRAST TULIP BOW  ",179.99,4,bright multi-coloured,Unknown,"95% polyester, 5% elastane","94% polyester, 6% elastane","Hand wash only, Dry cleanable",Unknown,Unknown,Zip,Unknown,Round neckline,Unknown,"Inseam pockets, slip",Knee length,Sleeveless,Sleeveless,"44.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3645,alternative,https://www.zalando.co.uk/noa-noa-soft-moss-ease-day-dress-india-ink-nn121e0bi-k11.html,Noa Noa,"SOFT MOSS EASE ",89.99,3,grey,Unknown,100% viscose,Unknown,Unknown,Unknown,Unknown,Button,Unknown,Low v-neck,Plain,Inseam pockets,Unknown,"16.5 "" (Size 8)",Elbow length,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",Unknown,Yes,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3646,Unknown,https://www.zalando.co.uk/esprit-collection-day-dress-off-white-es421c1m6-a11.html,Esprit,"LENZING ECOVERO ",75.0,2,black/white,Unknown,100% viscose,Unknown,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,V-neck,Prints in general,Elasticated waist,Knee length,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3647,Unknown,https://www.zalando.co.uk/esprit-collection-matt-shiny-day-dress-black-es421c135-q11.html,Esprit,"MATT SHINY ",54.99,2,black/white,Unknown,"61% polyester, 39% Elastomultiester",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Unknown,Low v-neck,Polka dot,"Slip, bow",Knee length,"19.5 "" (Size 8)",Long,"36.5 "" (Size 8)",Unknown,Unknown,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3648,Unknown,https://www.zalando.co.uk/edc-by-esprit-day-dress-navy-ed121c0z7-k11.html,Esprit,Day dress,45.0,2,burgundy,Unknown,"58% cotton, 35% viscose, 7% linen",Unknown,"Do not tumble dry, machine wash at 30Â°C, dry cleaning, Do not bleach",Unknown,Unknown,Button,Accentuating the waist,Square neckline,Floral,Belt included,Short,3/4 length,Elbow length,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3649,Unknown,https://www.zalando.co.uk/lace-and-beads-diva-occasion-wear-dark-olive-ls721c0go-m11.html,Lace & Beads,"DIVA ",84.99,3,army green,Tulle,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Unknown,Unknown,Zip,Unknown,Boat neckline (wide),Plain,Slip,Maxi/long,Short,Short,"58.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3650,trendy,https://www.zalando.co.uk/yas-petite-yassimuna-dress-day-dress-pearl-blush-simuna-ya521c03e-j11.html,Yas,"YASSIMUNA DRESS  ",59.99,2,bright multi-coloured,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,Unknown,Button,Unknown,Round neckline,Floral,Unknown,Short,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3651,Unknown,https://www.zalando.co.uk/gap-tall-dress-houndstooth-day-dress-red-gah21c01d-g11.html,GAP,"DRESS HOUNDSTOOTH ",64.99,2,burgundy,Unknown,100% cotton,Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Button,Accentuating the waist,Round neckline,Checked,Belt included,Short,"25.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","16.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3652,Unknown,https://www.zalando.co.uk/Hugo Boss-delaca-day-dress-open-miscellaneous-bb121c0c1-b11.html,Hugo Boss,"DELACA ",174.99,4,white multi-coloured,Unknown,100% viscose,100% viscose,Unknown,Unknown,Unknown,Zip,Unknown,Round neckline,Prints in general,Slip,Knee length,"26.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
