,Style,Link,Brand,Dress name,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
420,classic,https://www.zalando.co.uk/diane-von-furstenberg-tilly-dress-cocktail-dress-party-dress-blue-df221c0be-k11.html,Diane von Furstenberg,"TILLY DRESS ",510.0,5,blue,Satin,100% silk,Unknown,Dry clean only,Unknown,Unknown,Belt,Wrap dresses,Low v-neck,Floral,Unknown,Calf length,"28.0 "" (Size 10)",Long,"49.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
421,casual chic,https://www.zalando.co.uk/jdy-jdysoro-dress-day-dress-blackmulti-flower-jy121c0l3-t11.html,JDY,"JDYSORO DRESS ",22.09,1,black multi-coloured,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Wrap dresses,Low v-neck,Floral,Belt included,Short,"27.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
422,girly,https://www.zalando.co.uk/bruuns-bazaar-checka-jany-dress-day-dress-snow-whitepeach-br321c08z-j11.html,Bruuns Bazaar,"CHECKA JANY DRESS ",119.99,3,pastel pink,Unknown,"97% polyester, 3% elastane",Unknown,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Square neckline,Checked,Unknown,Calf length,"15.5 "" (Size 8)",Elbow length,"38.5 "" (Size 8)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
423,casual chic,https://www.zalando.co.uk/only-onlmette-day-dress-black-on321c2ns-q11.html,",Only","ONLMETTE  ",29.74,1,black,Unknown,100% polyester,Unknown,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Low v-neck,Plain,"Elasticated waist, button row",Calf length,"24.5 "" (Size S)",Long,"41.5 "" (Size S)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
424,sporty,https://www.zalando.co.uk/gant-lock-up-hoodie-dress-day-dress-eggshell-ga321c03z-a11.html,GANT,"LOCK UP HOODIE DRESS ",69.99,2,white,Sweat,"87% cotton, 13% polyester",Unknown,Machine wash at 40Â°C,Hood,Unknown,Unknown,Hooded dresses,Unknown,Plain,Embroidery,Short,"25.5 "" (Size S)",Long,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",Unknown,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
425,alternative,https://www.zalando.co.uk/yas-tall-yassanna-shirt-dress-day-dress-dull-gold-ya021c06q-f11.html,Yas,"YASSANNA SHIRT DRESS ",69.99,2,gold,Unknown,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Unknown,Button,Unknown,Low v-neck,Plain,"Bust darts, slip, embroidery",Knee length,"26.5 "" (Size 10)",Long,"38.5 "" (Size 10)",Loose Fit,Loose fit,Unknown,"14.0 "" (Size 10)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
426,casual chic,https://www.zalando.co.uk/anna-field-day-dress-dark-bluepink-an621c1l8-k11.html,Anna Field,Day dress,30.99,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,V-neck,Floral,Slip,Short,Long,Long,Unknown,Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
427,edgy,https://www.zalando.co.uk/marc-opolo-dress-feminine-shape-day-dress-multidark-night-ma321c0jd-k11.html,Marc'o polo,"DRESS FEMININE SHAPE    ",174.99,4,black multi-coloured,Unknown,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,Unknown,Zip,Unknown,Round neckline,Floral,Bow,Knee length,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
428,edgy,https://www.zalando.co.uk/maxandco-condor-day-dress-midnight-blue-mq921c0b3-q11.html,MAX&Co.,"CONDOR ",269.99,5,navy,Leather,100% polyester,Unknown,Hand wash only,Unknown,Unknown,Laces,Wrap dresses,Low v-neck,Plain,Inseam pockets,Knee length,"23.5 "" (Size S)",Long,"44.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)",No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
429,trendy,https://www.zalando.co.uk/inwear-idalia-short-dress-day-dress-blue-leaves-in-the-sky-in321c0dn-k11.html,InWear,"IDALIA SHORT DRESS ",109.99,3,blue,Unknown,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Unknown,Button,Unknown,Unknown,Floral,"Inseam pockets, slip",Knee length,"23.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","16.5 "" (Size 8)",No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
430,casual chic,https://www.zalando.co.uk/modstroem-oline-day-dress-freesia-green-mo421c08p-m11.html,ModstrÃ¶m,"OLINE ",104.99,3,green,Unknown,100% viscose,Unknown,Unknown,Unknown,Unknown,Laces,Wrap dresses,Low v-neck,Floral,Unknown,Calf length,"26.5 "" (Size S)",Long,"52.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
431,girly,https://www.zalando.co.uk/abercrombie-and-fitch-corset-seamed-day-dress-rose-a0f21c09h-j11.html,Abercrombie & Fitch,"CORSET SEAMED ",59.99,2,pink,Unknown,100% polyester,100% polyester,Machine wash at 30Â°C,Unknown,Unknown,Zip,Unknown,Square neckline,Plain,Slip,Short,"22.5 "" (Size S)",Long,"30.5 "" (Size S)",Slim Fit,Slim fit,Unknown,Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
432,edgy,https://www.zalando.co.uk/missguided-velvet-long-sleeve-midaxi-dress-cocktail-dress-party-dress-burgundy-m0q21c240-g11.html,Missguided,"VELVET LONG SLEEVE MIDAXI DRESS ",33.99,1,burgundy,Rib,"95% polyester, 5% elastane",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Calf length,"23.5 "" (Size 8)",Long,"46.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
433,classic,https://www.zalando.co.uk/mbym-akoto-day-dress-dusty-cedar-mb121c0ep-g11.html,mbyM,"AKOTO ",89.99,3,dusty pink,Unknown,"66% viscose, 34% lyocell",Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Unknown,Button,Button down dresses,Unknown,Plain,Bust darts,Calf length,Elbow length,Elbow length,"46.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
434,edgy,https://www.zalando.co.uk/missguided-puff-ruffle-hem-tea-dress-leopard-day-dress-black-m0q21c1x5-q11.html,Missguided,"PUFF RUFFLE HEM TEA DRESS LEOPARD ",23.99,1,black/green,Satin,100% polyester,Unknown,Machine wash at 30Â°C,Unknown,Unknown,Unknown,Wrap dresses,Low v-neck,Animal Prints in general,"Belt included, bust darts",Extra short,"27.0 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
435,classic,https://www.zalando.co.uk/polo-ralph-lauren-long-sleeve-day-dress-day-dress-army green -olive-po221c09i-n11.html,Polo Ralph Lauren,HYBRID SWEATER,349.99,5,army green,Knit,"70% cotton, 20% silk, 10% cashmere",Unknown,Hand wash only,Unknown,Unknown,Unknown,Pleated dresses,Henley neckline,Plain,Unknown,Calf length,"27.5 "" (Size S)",Long,"53.0 "" (Size S)",Slim Fit,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
436,sporty,https://www.zalando.co.uk/superdry-day-dress-dark-grey-su221c0oo-c11.html,Superdry,Day dress,54.99,2,grey,Sweat,"55% cotton, 45% polyester",Unknown,"Do not bleach, do not tumble dry",Hood,Unknown,Unknown,Hooded dresses,Unknown,Plain,Unknown,Thigh length,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,Yes,No,No,No,Unknown,"55% cotton, 45% polyester",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
437,girly,https://www.zalando.co.uk/selected-femme-slfsvala-short-dress-cocktail-dress-party-dress-bright-white-se521c14a-a11.html,Selected Femme,"SLFSVALA SHORT DRESS  ",124.99,4,white,Tulle,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Low v-neck,Floral,"Slip, flower applique",Knee length,Elbow length,Elbow length,"34.5 "" (Size 8)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
438,edgy,https://www.zalando.co.uk/missguided-petite-tie-back-mini-dress-day-dress-black-m0v21c0o7-q11.html,Missguided,"TIE BACK MINI DRESS ",28.99,1,black,Unknown,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Zip,Unknown,Square neckline,Floral,"Slip, bow",Short,"21.5 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
439,classic,https://www.zalando.co.uk/lacoste-day-dress-nidus-la221c05v-g11.html,Lacoste,Day dress,89.24,3,pastel pink,PiquÃ©,"94% cotton, 6% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,Unknown,Unknown,Polo dresses,Unknown,Plain,Belt included,Calf length,Sleeveless,Sleeveless,"50.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
440,girly,https://www.zalando.co.uk/roxy-sun-may-shine-day-dress-sahara-sun-ro521c04a-e11.html,Roxy,"SUN MAY SHINE ",59.99,2,pastel yellow,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Asymmetrical,Button,Wrap dresses,Low v-neck,Plain,"Button row, bust darts, adjustable straps",Short,Spaghetti straps,Spaghetti straps,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
441,alternative,https://www.zalando.co.uk/vila-petite-vimargo-ophelie-mid-calf-dress-day-dress-medium-blue-denim-vip21c03p-k11.html,Vila,"VIMARGO OPHELIE MID CALF DRESS ",54.99,2,denim,Denim,"99% cotton, 1% elastane",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Button,Unknown,Low v-neck,Unknown,"Inseam pockets, adjustable straps",Calf length,Sleeveless,Sleeveless,"42.0 "" (Size 8)",Regular Fit,Regular fit,Unknown,Unknown,No,yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
442,sporty,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,"REGULAR HILFIGER HOODIE DRESS ",84.49,3,black,Sweat,"64% cotton, 36% polyester",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Unknown,Unknown,Hooded dresses,Unknown,Plain,Embroidery,Knee length,"22.5 "" (Size S)",Long,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
443,casual chic,https://www.zalando.co.uk/vila-petite-vimesa-short-dress-day-dress-snow-white-vip21c025-a11.html,Vila,"VIMESA SHORT DRESS ",30.99,1,white multi-coloured,Unknown,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Wrap dresses,Low v-neck,Floral,Adjustable straps,Short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 8)",Regular Fit,Regular fit,Unknown,Unknown,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
444,sporty,https://www.zalando.co.uk/the-north-face-hooded-dress-zumu-day-dress-black-th321c007-q11.html,The North Face,"HOODED DRESS ZUMU ",79.99,2,black,Sweat,100% cotton,Unknown,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Hood,Unknown,Unknown,Hooded dresses,Unknown,Prints in general,"Inseam pockets, elasticated waist",Short,"22.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,Unknown,Unknown,No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
445,trendy,https://www.zalando.co.uk/glamorous-plisse-mide-dress-with-tie-belt-side-split-day-dress-dark-red-gl921c0q6-g11.html,Glamorous,"PLISSE MIDE DRESS WITH TIE BELT SIDE SPLIT ",35.99,1,red,Unknown,"95% polyester, 5% elastane",Unknown,"Do not tumble dry, Hand wash only",Unknown,Unknown,Unknown,Accentuating the waist,Round neckline,Checked,Belt included,Calf length,Long,Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size 10)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
446,trendy,https://www.zalando.co.uk/the-ragged-priest-mini-dress-split-front-cocktail-dress-party-dress-purple-thj21c03t-i11.html,The Ragged Priest,"MINI DRESS SPLIT FRONT ",64.99,2,pink,Rib,100% cotton,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Low v-neck,Plain,Unknown,Short,Sleeveless,Sleeveless,"35.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
447,classic,https://www.zalando.co.uk/Hugo Boss-c_detelizza-day-dress-white-bb121c0cl-a11.html,Hugo Boss,"C_DETELIZZA ",159.99,4,white,Unknown,"96% cotton, 4% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,Unknown,Unknown,Button down dresses,Low v-neck,Plain,"Belt included, inseam pockets",Knee length,"19.5 "" (Size 8)",Long,"40.0 "" (Size 8)",Loose Fit,Loose fit,Unknown,"17.5 "" (Size 8)",Yes,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
448,alternative,https://www.zalando.co.uk/patrizia-pepe-abito-dress-day-dress-eban-brown-p1421c0j5-o11.html,Patrizia Pepe,"ABITO DRESS ",329.99,5,brown,Unknown,100% viscose,Unknown,Hand wash only,Unknown,Unknown,Unknown,Accentuating the waist,Spaghetti straps,Plain,"Belt included, adjustable straps",Extra short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10",Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
449,trendy,https://www.zalando.co.uk/vila-curve-vifalia-v-neck-short-dress-day-dress-magenta-haze-v0h21c00u-g11.html,Vila,"VIFALIA V NECK  SHORT DRESS ",29.74,1,bright multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,V-neck,Prints in general,"Belt included, slip",Short,"25.5 "" (Size 18)",Long,"38.5 "" (Size 18)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 18","17.0 "" (Size 18)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
450,trendy,https://www.zalando.co.uk/river-island-maternity-cocktail-dress-party-dress-pink-ril29f00d-j11.html,River Island Maternity,Cocktail dress / Party dress,37.99,1,pink,Mesh,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Unknown,Button,Unknown,Unknown,Plain,Slip,Short,"24.5 "" (Size 10)",Long,"35.0 "" (Size 10)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
451,casual chic,https://www.zalando.co.uk/byoung-josa-tunic-dress-day-dress-frosty-green-mix-by221c0f7-m11.html,b.young,"BYJOSA TUNIC DRESS ",39.99,1,green,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Henley neckline,Prints in general,Unknown,Short,"26.0 "" (Size 8)",Long,"37.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
452,classic,https://www.zalando.co.uk/31-phillip-lim-waisted-tie-dress-day-dress-lavender-31021c00x-i11.html,3.1 Phillip Lim,"WAISTED TIE DRESS ",485.0,5,pastel purple,Unknown,"55% cotton, 45% polyester",Unknown,"Hand wash only, Dry cleanable",Unknown,Unknown,Unknown,Unknown,Low v-neck,Plain,"Inseam pockets, bow",Calf length,Elbow length,Elbow length,"52.0 "" (Size 10)",Loose Fit,Loose fit,Unknown,"16.5 "" (Size 10)",No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
453,edgy,https://www.zalando.co.uk/missguided-petite-vneck-smock-dress-day-dress-multi-m0v21c0nz-q11.html,Missguided,"VNECK SMOCK DRESS ",28.99,1,black/red,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Unknown,Low v-neck,Floral,Unknown,Extra short,"22.5 "" (Size 8)",Long,"31.5 "" (Size 8)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
454,sporty,https://www.zalando.co.uk/ragwear-laura-day-dress-navy-r5921c0b6-k11.html,Ragwear,"LAURA ",54.99,2,navy,Sweat,"50% polyester, 50% cotton",Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,Unknown,Belt,Polo dresses,Unknown,Plain,Unknown,Short,"24.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
455,trendy,https://www.zalando.co.uk/see-by-chloe-cocktail-dress-party-dress-black-se321c05z-q11.html,See by Chloe,Cocktail dress / Party dress,300.0,5,burgundy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Unknown,Button,Unknown,Unknown,Polka dot,Slip,Knee length,Elbow length,Elbow length,"37.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
