link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/designers-remix-valerie-puff-sleeve-dress-day-dress-black-dea21c04p-q11.html,DESIGNERS REMIX,VALERIE PUFF SLEEVE DRESS , Day dress,summer-dresses,Â£149.99,video overlay,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Hook fasteningÂ ,Crew neck,Plain,Bust darts,DEA21C04P-Q11,Calf-length,"18.0 "" (Size 8)","48.5 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onlnella-bodycon-dress-day-dress-chinois-green-ond21c04e-m11.html,ONLY Tall,ONLNELLA BODYCON DRESS , Day dress,summer-dresses,Â£28.99,chinois green,--,--,Rib,--,"65% polyester, 30% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Marl,Decorative buttons,OND21C04E-M11,Calf-length,Sleeveless,"43.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onlnella-bodycon-dress-day-dress-chinois-green-ond21c04e-m11.html,ONLY Tall,ONLNELLA BODYCON DRESS , Day dress,summer-dresses,Â£28.99,black,--,--,Rib,--,"65% polyester, 30% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Marl,Decorative buttons,OND21C04E-M11,Calf-length,Sleeveless,"43.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onlnella-bodycon-dress-day-dress-chinois-green-ond21c04e-m11.html,ONLY Tall,ONLNELLA BODYCON DRESS , Day dress,summer-dresses,Â£28.99,high risk red/cloud dancer/night sky,--,--,Rib,--,"65% polyester, 30% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Marl,Decorative buttons,OND21C04E-M11,Calf-length,Sleeveless,"43.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/andiata-julitta-dress-day-dress-cashew-beige-a4l21c004-b11.html,ANDIATA,JULITTA DRESS , Day dress,summer-dresses,Â£304.99,cashew beige,--,--,--,--,"61% cotton, 36% polyamide, 3% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,--,A4L21C004-B11,Calf-length,Short,"45.0 "" (Size 10)",Regular Fit,--,"14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/samsoee-samsoee-annmari-dress-day-dress-honeysuckle-sa321c0en-j11.html,SamsÃ¸e SamsÃ¸e,ANNMARI DRESS , Day dress,summer-dresses,Â£169.99,honeysuckle,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Slip,SA321C0EN-J11,Calf-length,"26.0 "" (Size S)","47.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/samsoee-samsoee-annmari-dress-day-dress-honeysuckle-sa321c0en-j11.html,SamsÃ¸e SamsÃ¸e,ANNMARI DRESS , Day dress,summer-dresses,Â£169.99,potters clay,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Slip,SA321C0EN-J11,Calf-length,"26.0 "" (Size S)","47.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/na-kd-smocked-waist-mini-dress-day-dress-orange-naa21c0om-h11.html,NA-KD,SMOCKED WAIST MINI DRESS , Day dress,summer-dresses,Â£49.99,orange ,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,--,NAA21C0OM-H11,Short,"27.0 "" (Size 8)","36.5 "" (Size 8)",Regular Fit,--,"17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/na-kd-smocked-waist-mini-dress-day-dress-orange-naa21c0om-h11.html,NA-KD,SMOCKED WAIST MINI DRESS , Day dress,summer-dresses,Â£49.99,black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,--,NAA21C0OM-H11,Short,"27.0 "" (Size 8)","36.5 "" (Size 8)",Regular Fit,--,"17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/calvin-klein-jeans-logo-all-over-print-hoodie-dress-day-dress-black-c1821c09v-q11.html,Calvin Klein Jeans,LOGO ALL OVER PRINT HOODIE DRESS , Day dress ,summer-dresses,Â£109.99, black,--,--,Sweat,--,"73% aramid, 27% polyester",--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,--,--,--,Print,"Inseam pockets, elasticated waist",C1821C09V-Q11,Short,"22.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-carmakoma-carika-life-34-dress-day-dress-black-denim-ona21c0g8-q11.html,ONLY Carmakoma,CARIKA LIFE 3/4 DRESS , Day dress,summer-dresses,Â£54.99,black denim,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,Button,--,Marl,Belt included,ONA21C0G8-Q11,Knee-length,Elbow length,"43.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","16.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-day-dress-garnet-red-ed121c0y3-i12.html,edc by Esprit,Day dress,,summer-dresses,Â£29.99,garnet red,--,--,--,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Boat neck,Plain,--,ED121C0Y3-I12,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-day-dress-garnet-red-ed121c0y3-i12.html,edc by Esprit,Day dress,,summer-dresses,Â£29.99,black,--,--,--,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Boat neck,Plain,--,ED121C0Y3-I12,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-day-dress-garnet-red-ed121c0y3-i12.html,edc by Esprit,Day dress,,summer-dresses,Â£29.99,dark purple,--,--,--,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Boat neck,Plain,--,ED121C0Y3-I12,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-day-dress-garnet-red-ed121c0y3-i12.html,edc by Esprit,Day dress,,summer-dresses,Â£29.99,emerald green,--,--,--,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,--,Boat neck,Plain,--,ED121C0Y3-I12,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/faithfull-the-brand-terina-midi-dress-day-dress-plain-egg-shell-f0o21c028-a11.html,Faithfull the brand,TERINA MIDI DRESS , Day dress,summer-dresses,Â£310.00,video overlay,--,--,--,Semi-sheer,100% linen,100% viscose,Hand wash only,--,--,--,--,Off-the-shoulder,Plain,"Slip, bow",F0O21C028-A11,Calf-length,Short,"45.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","12.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ragwear-menita-day-dress-petrol-r5921c0b8-p11.html,Ragwear,MENITA , Day dress,summer-dresses,Â£54.99,petrol,--,--,Sweat,--,"50% polyester, 50% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, elasticated waist, decorative buttons",R5921C0B8-P11,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ragwear-menita-day-dress-petrol-r5921c0b8-p11.html,Ragwear,MENITA , Day dress,summer-dresses,Â£54.99,black,--,--,Sweat,--,"50% polyester, 50% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, elasticated waist, decorative buttons",R5921C0B8-P11,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ragwear-menita-day-dress-petrol-r5921c0b8-p11.html,Ragwear,MENITA , Day dress,summer-dresses,Â£54.99,terracotta,--,--,Sweat,--,"50% polyester, 50% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, elasticated waist, decorative buttons",R5921C0B8-P11,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wrangler-dress-day-dress-faded-black-wr121c00w-q11.html,Wrangler,DRESS , Day dress,summer-dresses,Â£59.99,faded black,--,--,Sweat,--,100% cotton,--,Machine wash at 40Â°C,--,--,--,--,Crew neck,Striped,--,WR121C00W-Q11,Short,Elbow length,"32.0 "" (Size 8/10)",Oversized,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wrangler-dress-day-dress-faded-black-wr121c00w-q11.html,Wrangler,DRESS , Day dress,summer-dresses,Â£59.99,yellow tie dye,--,--,Sweat,--,100% cotton,--,Machine wash at 40Â°C,--,--,--,--,Crew neck,Striped,--,WR121C00W-Q11,Short,Elbow length,"32.0 "" (Size 8/10)",Oversized,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maxandco-milonga-day-dress-black-mq921c0c8-q11.html,MAX&Co.,MILONGA , Day dress,summer-dresses,Â£199.99,black,--,--,--,--,100% viscose,--,Hand wash only,Shawl collar,--,--,--,--,Floral,--,MQ921C0C8-Q11,Short,"24.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-kenta-2-in-1-day-dress-open-miscellaneous-hu721c0j8-g11.html,HUGO,KENTA 2,IN,summer-dresses,Â£199.99,open miscellaneous,--,--,Chiffon,--,100% polyester,--,Hand wash only,--,--,--,Button,Low-cut v-neck,Animal print,Belt included,HU721C0J8-G11,Short,"21.5 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-petite-vmgaya-poel-mini-frill-dress-day-dress-lavendula-vm021c0d5-i11.html,Vero Moda Petite,VMGAYA POEL MINI FRILL DRESS , Day dress,summer-dresses,Â£29.74,lavendula,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Zip,--,Plain,--,VM021C0D5-I11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/aerie-pretty-v-neck-mini-dress-day-dress-brick-stone-aef21c007-i11.html,aerie,PRETTY V NECK MINI DRESS , Day dress,summer-dresses,Â£46.74,brick stone,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Laces,Low-cut v-neck,Floral,--,AEF21C007-I11,Short,"24.5 "" (Size S)","34.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maxandco-palombo-day-dress-black-mq921c0bv-q11.html,MAX&Co.,PALOMBO , Day dress,summer-dresses,Â£219.99,black,"96% cotton, 2% polyamide, 2% metal",--,"Rib, Knit",--,"94% cotton, 3% polyamide, 3% metal",--,Hand wash only,--,--,--,--,Henley,Marl,--,MQ921C0BV-Q11,Short,"17.5 "" (Size S)","33.5 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-petite-floral-frill-hem-dress-day-dress-blacklight-blue-m0v21c0or-q11.html,Missguided Petite,FLORAL FRILL HEM DRESS , Day dress,summer-dresses,Â£28.99,black/light blue,--,--,Jersey,--,"92% polyester, 8% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Floral,Bust darts,M0V21C0OR-Q11,Short,"22.5 "" (Size 8)","29.0 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-vmbianca-dress-day-dress-auburn-ve121c2fq-g11.html,Vero Moda,VMBIANCA DRESS , Day dress,summer-dresses,Â£29.74,auburn,--,--,Chiffon,Semi-sheer,"98% polyester, 2% metal",100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Print,Slip,VE121C2FQ-G11,Short,"25.5 "" (Size S)","34.5 "" (Size S)",--,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-vmbianca-dress-day-dress-auburn-ve121c2fq-g11.html,Vero Moda,VMBIANCA DRESS , Day dress,summer-dresses,Â£29.74,navy blazer,--,--,Chiffon,Semi-sheer,"98% polyester, 2% metal",100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Print,Slip,VE121C2FQ-G11,Short,"25.5 "" (Size S)","34.5 "" (Size S)",--,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-lurex-dress-day-dress-black-ed121c0wp-q11.html,edc by Esprit,LUREX DRESS , Day dress,summer-dresses,Â£59.99,black,--,--,--,--,"98% polyester, 2% metal",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant collar,--,--,Laces,--,Print,Slip,ED121C0WP-Q11,Short,"22.5 "" (Size 10)","34.0 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ichi-petite-ihlova-day-dress-total-eclipse-icg21c00r-k11.html,ICHI PETITE,IHLOVA  , Day dress,summer-dresses,Â£64.99,total eclipse,--,--,Chiffon,--,"90% polyester, 10% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Crew neck,Floral,--,ICG21C00R-K11,Knee-length,"23.0 "" (Size S)","35.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onlnella-wrap-midi-dress-day-dress-marine-green-ond21c080-m11.html,ONLY Tall,ONLNELLA WRAP MIDI DRESS , Day dress,summer-dresses,Â£30.99,marine green,--,--,Rib,--,"70% polyester, 26% viscose, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Striped,--,OND21C080-M11,Calf-length,Sleeveless,"51.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onlnella-wrap-midi-dress-day-dress-marine-green-ond21c080-m11.html,ONLY Tall,ONLNELLA WRAP MIDI DRESS , Day dress,summer-dresses,Â£30.99,night sky dusty blue,--,--,Rib,--,"70% polyester, 26% viscose, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Striped,--,OND21C080-M11,Calf-length,Sleeveless,"51.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/scotch-and-soda-broderie-anglaise-mini-dress-day-dress-black-sc321c07l-q11.html,Scotch & Soda,BRODERIE ANGLAISE  MINI DRESS , Day dress,summer-dresses,From Â£114.99,black,--,--,--,--,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Low-cut v-neck,Plain,--,SC321C07L-Q11,Short,"23.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S","19.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/selected-femme-slfasia-wrap-dress-day-dress-black-se521c15a-q11.html,Selected Femme,SLFASIA WRAP DRESS , Day dress,summer-dresses,Â£59.99,black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Print,--,SE521C15A-Q11,Short,"24.0 "" (Size 8)","37.5 "" (Size 8)",Regular Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/bruuns-bazaar-persian-alera-dress-day-dress-black-br321c090-q11.html,Bruuns Bazaar,PERSIAN ALERA DRESS , Day dress,summer-dresses,Â£119.99,black,--,--,Chiffon,--,"90% polyester, 10% metal",100% viscose,--,--,--,--,--,Low-cut v-neck,Print,Slip,BR321C090-Q11,Calf-length,"25.0 "" (Size 8)","45.0 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marc-opolo-denim-dress-sleeve-elastic-cuff-day-dress-tangled-vines-op521c06g-n11.html,Marc O'Polo DENIM,DRESS SLEEVE ELASTIC CUFF , Day dress,summer-dresses,Â£99.99,tangled vines,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Bust darts,OP521C06G-N11,Knee-length,"18.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marc-opolo-denim-dress-sleeve-elastic-cuff-day-dress-tangled-vines-op521c06g-n11.html,Marc O'Polo DENIM,DRESS SLEEVE ELASTIC CUFF , Day dress,summer-dresses,Â£99.99,soft lilac,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Bust darts,OP521C06G-N11,Knee-length,"18.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/g-star-millery-mock-dress-day-dress-granite-gs121c0da-c11.html,G-Star,MILLERY MOCK DRESS , Day dress,summer-dresses,Â£114.99,granite,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Side pockets,--,--,Plain,--,GS121C0DA-C11,Short,Sleeveless,"37.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","12.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/massimo-dutti-maxi-dress-dark-grey-m3i21c0jn-c11.html,Massimo Dutti,MIT SEITLICHEN ZIERFALTEN , Day dress,summer-dresses,Â£79.95,dark grey,--,--,--,--,"57% viscose, 43% polyamide","57% viscose, 43% polyamide",--,--,--,--,--,Low-cut v-neck,Plain,Slip,M3I21C0JN-C11,Calf-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/libertine-libertine-day-dress-dark-navy-liq21c02w-k11.html,Libertine-Libertine,Day dress,,summer-dresses,Â£164.99,dark navy,--,--,--,--,"69% viscose, 30% acrylic, 1% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Plain,Bust darts,LIQ21C02W-K11,Knee-length,--,"45.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","16.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mbym-day-dress-morrisa-print-mb121c0en-h11.html,mbyM,LECIA , Day dress ,summer-dresses,Â£79.99, morrisa print,--,--,--,--,100% viscose,--,--,--,--,--,Button,Henley,Print,--,MB121C0EN-H11,Knee-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/boss-day-dress-beige-bb121c0ec-b11.html,BOSS,Day dress,,summer-dresses,Â£219.00,beige,--,--,--,--,"54% acetate, 46% viscose",--,"Do not tumble dry, Hand wash only, Dry cleanable",--,--,--,Laces,Low-cut v-neck,Floral,--,BB121C0EC-B11,Knee-length,Short,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/closed-day-dress-multi-color-cl321c02m-q11.html,CLOSED,Day dress,,summer-dresses,Â£269.99,multi color,--,--,--,Semi-sheer,100% cotton,100% viscose,--,--,--,--,--,Crew neck,Print,Adjustable straps,CL321C02M-Q11,Calf-length,"23.0 "" (Size S)","48.0 "" (Size S)",Loose Fit,--,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/massimo-dutti-day-dress-dark-blue-m3i21c0if-k11.html,Massimo Dutti,Day dress,,summer-dresses,Â£169.00,dark blue,--,--,--,--,"80% viscose, 20% silk",100% viscose,--,Lapel collar,--,--,Button,--,Plain,--,M3I21C0IF-K11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onljoy-life-spencer-dress-day-dress-black-op421c0ds-q11.html,ONLY Petite,ONLJOY LIFE SPENCER DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,Denim,--,"99% cotton, 1% elastane",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,Button,Square neck,Plain,"Inseam pockets, adjustable straps, fringing",OP421C0DS-Q11,Short,Sleeveless,"33.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/proenza-schouler-animal-jacquard-layered-mini-dress-day-dress-black-pq421c00m-q11.html,Proenza Schouler White Label,ANIMAL JACQUARD LAYERED MINI DRESS , Day dress,summer-dresses,Â£340.00,black,--,--,--,--,100% viscose,--,Dry clean only,--,--,--,Zip,Crew neck,Animal print,"Bust darts, decorative buttons",PQ421C00M-Q11,Calf-length,Extra short,"47.5 "" (Size 10)",Regular Fit,--,"11.5 "" (Size 10)",--,--,100% viscose,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
