link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,stem green ,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,burgundy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,desert cactus,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,WOVEN DRESS , Day dress,summer-dresses,Â£43.99,true black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Bust darts,GP021C0K5-M11,Short,"25.0 "" (Size XS)","35.5 "" (Size XS)",Regular Fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/culture-cuberna-dress-day-dress-holly-green-cu221c09l-m11.html,Culture,CUBERNA DRESS , Day dress,summer-dresses,Â£89.99,holly green,--,--,Velvet/velour,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,Floral,Lined fastener,CU221C09L-M11,Knee-length,"20.0 "" (Size M)","41.5 "" (Size M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size M","17.5 "" (Size M)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/selected-femme-tall-slfbrenda-damina-midi-dress-day-dress-blue-bell-sem21c01u-k11.html,Selected Femme Tall,SLFBRENDA DAMINA MIDI DRESS , Day dress,summer-dresses,Â£59.99,blue bell,--,--,--,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,"Slip, bow",SEM21C01U-K11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0nx-q11.html,Superdry,Day dress,,summer-dresses,Â£31.49,black,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,Button,Crew neck,--,Embroidery,SU221C0NX-Q11,Knee-length,Sleeveless,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0nx-q11.html,Superdry,Day dress,,summer-dresses,Â£31.49,khaki,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,Button,Crew neck,--,Embroidery,SU221C0NX-Q11,Knee-length,Sleeveless,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0nx-q11.html,Superdry,Day dress,,summer-dresses,Â£31.49,light wash,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,Button,Crew neck,--,Embroidery,SU221C0NX-Q11,Knee-length,Sleeveless,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0nx-q11.html,Superdry,Day dress,,summer-dresses,Â£31.49,rooibos tea,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,Button,Crew neck,--,Embroidery,SU221C0NX-Q11,Knee-length,Sleeveless,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-crepe-day-dress-black-ed121c0xf-q11.html,edc by Esprit,CREPE , Day dress,summer-dresses,Â£43.99,black,--,--,--,Semi-sheer,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,V-neck,Plain,--,ED121C0XF-Q11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-crepe-day-dress-black-ed121c0xf-q11.html,edc by Esprit,CREPE , Day dress,summer-dresses,Â£43.99,navy ,--,--,--,Semi-sheer,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,V-neck,Plain,--,ED121C0XF-Q11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-crepe-day-dress-black-ed121c0xf-q11.html,edc by Esprit,CREPE , Day dress,summer-dresses,Â£43.99,sand ,--,--,--,Semi-sheer,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,V-neck,Plain,--,ED121C0XF-Q11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/abercrombie-and-fitch-emea-babydoll-mini-day-dress-green-grounded-a0f21c09m-m11.html,Abercrombie & Fitch,EMEA BABYDOLL MINI , Day dress,summer-dresses,Â£59.99,green grounded,--,--,--,--,100% polyester,"98% polyester, 2% elastane",Machine wash at 30Â°C,--,--,--,--,Backless,Floral,"Bust darts, slip",A0F21C09M-M11,Extra short,"20.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/abercrombie-and-fitch-emea-babydoll-mini-day-dress-green-grounded-a0f21c09m-m11.html,Abercrombie & Fitch,EMEA BABYDOLL MINI , Day dress,summer-dresses,Â£59.99,black,--,--,--,--,100% polyester,"98% polyester, 2% elastane",Machine wash at 30Â°C,--,--,--,--,Backless,Floral,"Bust darts, slip",A0F21C09M-M11,Extra short,"20.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/abercrombie-and-fitch-emea-babydoll-mini-day-dress-green-grounded-a0f21c09m-m11.html,Abercrombie & Fitch,EMEA BABYDOLL MINI , Day dress,summer-dresses,Â£59.99,blue,--,--,--,--,100% polyester,"98% polyester, 2% elastane",Machine wash at 30Â°C,--,--,--,--,Backless,Floral,"Bust darts, slip",A0F21C09M-M11,Extra short,"20.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/nly-by-nelly-cocktail-dress-party-dress-white-neg21c0fj-t11.html,Nly by Nelly,FRILL SWEETHEART DRESS , Day dress,summer-dresses,Â£54.99,white,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Scoop neck,Floral,"Belt included, bust darts, slip",NEG21C0FJ-T11,Knee-length,Short,"42.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/massimo-dutti-day-dress-beige-m3i21c0jb-b11.html,Massimo Dutti,MIT TEXTUR  , Day dress,summer-dresses,Â£149.00,beige,--,--,--,--,"82% viscose, 11% wool, 6% polyester, 1% elastane",100% viscose,--,--,--,--,--,Low-cut v-neck,Plain,"Elasticated waist, slip",M3I21C0JB-B11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vitone-dress-day-dress-lavender-v1021c30c-i11.html,Vila,VITONE DRESS , Day dress,summer-dresses,Â£34.99,lavender ,--,--,Satin,--,100% polyester,--,Machine wash at 30Â°C,--,--,--,--,Backless,Animal print,Elasticated waist,V1021C30C-I11,Knee-length,"24.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cotton-on-rachael-v-neck-dress-day-dress-tilly-daisy-vibrant-green-c1q21c027-m11.html,Cotton On,RACHAEL V NECK DRESS , Day dress,summer-dresses,From Â£21.99,tilly daisy vibrant green,--,--,--,--,100% viscose,--,Machine wash at 30Â°C,--,--,--,Zip,Low-cut v-neck,Floral,--,C1Q21C027-M11,Short,Sleeveless,"36.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-tall-yasholi-midi-dress-day-dress-pine-green-ya021c06n-m11.html,YAS Tall,YASHOLI MIDI DRESS , Day dress,summer-dresses,Â£89.99,pine green,--,--,Lace,--,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,--,Low-cut v-neck,Plain,"Bust darts, slip",YA021C06N-M11,Calf-length,"26.0 "" (Size 12)","46.0 "" (Size 12)",Regular Fit,--,"14.5 "" (Size 12)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lacoste-shirt-dress-navy-blue-la221c05v-k11.html,Lacoste,Day dress,,summer-dresses,Â£89.24,navy blue,--,--,PiquÃ©,--,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,--,--,--,--,Plain,Belt included,LA221C05V-K11,Calf-length,Sleeveless,"51.0 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lacoste-shirt-dress-navy-blue-la221c05v-k11.html,Lacoste,Day dress,,summer-dresses,Â£89.24,nidus,--,--,PiquÃ©,--,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,--,--,--,--,Plain,Belt included,LA221C05V-K11,Calf-length,Sleeveless,"51.0 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-day-dress-lavendula-pe321c0u9-i11.html,Pieces,Day dress,,summer-dresses,Â£25.99,lavendula,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,--,--,Plain,--,PE321C0U9-I11,Knee-length,"24.0 "" (Size S)","32.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-day-dress-lavendula-pe321c0u9-i11.html,Pieces,Day dress,,summer-dresses,Â£25.99,black,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,--,--,Plain,--,PE321C0U9-I11,Knee-length,"24.0 "" (Size S)","32.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-day-dress-lavendula-pe321c0u9-i11.html,Pieces,Day dress,,summer-dresses,Â£25.99,grey,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,--,--,Plain,--,PE321C0U9-I11,Knee-length,"24.0 "" (Size S)","32.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-day-dress-lavendula-pe321c0u9-i11.html,Pieces,Day dress,,summer-dresses,Â£25.99,vista blue,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,--,--,Plain,--,PE321C0U9-I11,Knee-length,"24.0 "" (Size S)","32.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-visuvita-short-dress-petite-day-dress-black-vip21c03k-q11.html,VILA PETITE,VISUVITA SHORT DRESS PETITE , Day dress,summer-dresses,Â£34.99,black,--,--,--,--,100% viscose,--,--,Standing collar,--,--,Button,--,Plain,Belt included,VIP21C03K-Q11,Extra short,"24.5 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 5""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/noa-noa-soft-moss-ease-day-dress-india-ink-nn121e0bi-k11.html,Noa Noa,SOFT MOSS EASE , Day dress,summer-dresses,Â£89.99,india ink,--,--,--,Semi-sheer,100% viscose,--,--,--,--,--,Button,Low-cut v-neck,Plain,Inseam pockets,NN121E0BI-K11,--,"16.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-viaya-ancle-dress-day-dress-black-v1021c2wq-q11.html,Vila,VIAYA ANCLE DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,--,Semi-sheer,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,--,V1021C2WQ-Q11,Calf-length,"25.0 "" (Size 8)","47.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/moss-copenhagen-wagna-dress-day-dress-blue-nights-m0y21c08p-k11.html,Moss Copenhagen,WAGNA DRESS , Day dress,summer-dresses,Â£79.99,blue nights,--,--,Knit,--,"48% viscose, 35% nylon, 12% wool, 5% alpaca",--,"Hand wash only, do not tumble dry",--,--,--,--,Crew neck,Striped,--,M0Y21C08P-K11,Knee-length,"17.0 "" (Size S/M)","44.5 "" (Size S/M)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-gold-metallic-su221c0qa-f11.html,Superdry,LIMITED EDITION METALLIC MIDI , Day dress,summer-dresses,Â£85.00,gold metallic,--,--,Lace,--,"85% cotton, 15% metal",--,"Do not bleach, do not tumble dry",--,--,Side pockets,Zip,Crew neck,Striped,--,SU221C0QA-F11,Calf-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hollister-co-woven-midi-dress-day-dress-pink-floral-h0421c051-j11.html,Hollister Co.,WOVEN MIDI DRESS  , Day dress,summer-dresses,From Â£48.99,pink floral,--,--,--,--,100% viscose,100% polyester,Machine wash at 30Â°C,--,--,--,Laces,Backless,Floral,Slip,H0421C051-J11,Calf-length,"13.5 "" (Size SxL)","50.0 "" (Size SxL)",Regular Fit,"Our model is 5' 9""  tall and is wearing size SxL","13.5 "" (Size SxL)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hollister-co-woven-midi-dress-day-dress-pink-floral-h0421c051-j11.html,Hollister Co.,WOVEN MIDI DRESS  , Day dress,summer-dresses,From Â£48.99,black ,--,--,--,--,100% viscose,100% polyester,Machine wash at 30Â°C,--,--,--,Laces,Backless,Floral,Slip,H0421C051-J11,Calf-length,"13.5 "" (Size SxL)","50.0 "" (Size SxL)",Regular Fit,"Our model is 5' 9""  tall and is wearing size SxL","13.5 "" (Size SxL)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ichi-lova-dress-day-dress-total-eclipse-ic221c0ic-k11.html,ICHI,LOVA DRESS , Day dress,summer-dresses,Â£64.99,total eclipse,--,--,--,--,"90% polyester, 10% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Crew neck,Print,--,IC221C0IC-K11,Knee-length,"23.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onl-daisypuff-belt-dress-day-dress-dark-blue-denim-on321c2r2-k11.html,ONLY,ONL DAISYPUFF BELT DRESS , Day dress,summer-dresses,Â£34.99,dark blue denim,--,--,Denim,--,"69% cotton, 27% polyester, 2% elastane, 2% viscose",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,--,"Belt included, bust darts",ON321C2R2-K11,Short,Elbow length,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/forever-new-josephine-tiered-midi-dress-day-dress-black-fod21c0fz-q11.html,Forever New,JOSEPHINE TIERED MIDI DRESS , Day dress,summer-dresses,Â£99.99,black,--,--,--,--,100% linen,100% viscose,"Do not tumble dry, Hand wash only",--,--,--,Laces,Backless,Plain,--,FOD21C0FZ-Q11,Calf-length,Short,"47.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/calvin-klein-jeans-long-dress-day-dress-black-c1821c0ab-q11.html,Calvin Klein Jeans,LONG  DRESS , Day dress,summer-dresses,Â£64.99,black,--,--,Rib,--,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,C1821C0AB-Q11,Calf-length,Short,"46.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/calvin-klein-jeans-long-dress-day-dress-black-c1821c0ab-q11.html,Calvin Klein Jeans,LONG  DRESS , Day dress,summer-dresses,Â£64.99,eggshell,--,--,Rib,--,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,C1821C0AB-Q11,Calf-length,Short,"46.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/inwear-mardiaiw-dress-day-dress-kisses-in321c0e9-t11.html,InWear,MARDIAIW DRESS , Day dress,summer-dresses,Â£129.99,kisses,--,--,--,--,"85% viscose, 15% nylon",100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Print,Slip,IN321C0E9-T11,Calf-length,"22.0 "" (Size 8)","51.0 "" (Size 8)",Loose Fit,--,"12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-visuvita-day-dress-black-v1021c2t3-q11.html,Vila,VISUVITA SHORT DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,--,--,100% viscose,--,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,Belt included,V1021C2T3-Q11,Short,"25.5 "" (Size 8)","34.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,"92% polyamide, 8% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-visuvita-day-dress-black-v1021c2t3-q11.html,Vila,VISUVITA SHORT DRESS , Day dress,summer-dresses,Â£34.99,navy blazer,--,--,--,--,100% viscose,--,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,Belt included,V1021C2T3-Q11,Short,"25.5 "" (Size 8)","34.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,"92% polyamide, 8% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-visuvita-day-dress-black-v1021c2t3-q11.html,Vila,VISUVITA SHORT DRESS , Day dress,summer-dresses,Â£34.99,winetasting,--,--,--,--,100% viscose,--,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,Belt included,V1021C2T3-Q11,Short,"25.5 "" (Size 8)","34.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,"92% polyamide, 8% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
